z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	my steve +	 LATT=  46.36 LONG= 113.94
76.178.131.121	10:26 pm  Tuesday May 19, 2009	North 25 +	 LATT=  47.99 LONG= 120.34
76.178.131.121	10:39 pm  Tuesday May 19, 2009	North 25 +	 LATT=  47.99 LONG= 120.34
76.178.131.121	10:12 pm  Wednesday May 20, 2009	Mixing Fire +	 LATT=  33.93 LONG= 116.93
76.178.131.121	10:25 pm  Wednesday May 20, 2009	Mixing Fire +	 LATT=  33.93 LONG= 116.93
76.178.131.121	10:38 pm  Wednesday May 20, 2009	Mixing Fire +	 LATT=  33.93 LONG= 116.93
76.178.131.121	10:50 pm  Wednesday May 20, 2009	Mixing Fire +	 LATT=  33.93 LONG= 116.93
76.178.131.121	09:47 pm  Friday May 22, 2009	Valley Complex +	 LATT=  46.52 LONG=-114.10
76.178.131.121	10:01 pm  Friday May 22, 2009	Valley Complex +	 LATT=  46.52 LONG=-114.10
76.178.131.121	10:14 pm  Friday May 22, 2009	Valley Complex +	 LATT=  46.52 LONG=-114.10
76.178.131.121	10:26 pm  Friday May 22, 2009	Valley Complex +	 LATT=  46.52 LONG=-114.10
76.178.131.121	09:09 am  Saturday May 23, 2009	Valley Complex +	 LATT=  46.52 LONG=-114.10
z166222-117.ip.fs.fed.us	03:14 pm  Tuesday May 26, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
z1666112-193.ip.fs.fed.us	04:13 pm  Wednesday May 27, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	11:01 am  Thursday May 28, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	11:03 am  Thursday May 28, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	11:05 am  Thursday May 28, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	11:08 am  Thursday May 28, 2009	WILLITS 1NE CA	 LATT=  39.42 LONG=-123.33
wsip-216-231-10-253.oc.oc.cox.net	11:24 am  Thursday May 28, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z166222-221.ip.fs.fed.us	05:42 pm  Thursday May 28, 2009	BETATAKIN AZ	 LATT=  36.68 LONG=-110.53
z166584-104.ip.fs.fed.us	11:44 am  Friday May 29, 2009	UKIAH CA	 LATT=  39.15 LONG=-123.20
z166584-104.ip.fs.fed.us	11:46 am  Friday May 29, 2009	UKIAH CA	 LATT=  39.15 LONG=-123.20
z166222-158.ip.fs.fed.us	09:30 am  Monday June 1, 2009	Waugh Cr MT fr Patten +	 LATT=  45.82 LONG= 114.01
z166222-158.ip.fs.fed.us	11:43 am  Monday June 1, 2009	Waugh Ck Patton & WD MT +	 LATT=  45.82 LONG= 114.01
z166222-158.ip.fs.fed.us	11:54 am  Monday June 1, 2009	Waugh Ck Patton & WD MT +	 LATT=  45.82 LONG= 114.01
193.194.82.35	06:19 am  Tuesday June 2, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
193.194.82.35	06:31 am  Tuesday June 2, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1666112-193.ip.fs.fed.us	08:51 am  Tuesday June 2, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
z1666112-193.ip.fs.fed.us	08:54 am  Tuesday June 2, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
u-136-177-31-14.xr.usgs.gov	03:25 pm  Tuesday June 2, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z16675-229.ip.fs.fed.us	08:38 am  Thursday June 4, 2009	KERN RIVER PH 3 CA +	 LATT=  35.78 LONG=-118.43
207-55-233-12.coreds.net	09:37 am  Thursday June 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
207-55-233-12.coreds.net	09:42 am  Thursday June 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
207-55-233-12.coreds.net	09:43 am  Thursday June 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
207-55-233-12.coreds.net	09:43 am  Thursday June 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1663120-215.ip.fs.fed.us	01:25 pm  Thursday June 4, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
d75-157-123-147.bchsia.telus.net	04:46 pm  Thursday June 4, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
199.131.21.142	06:53 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
199.131.21.142	06:55 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
199.131.21.142	06:56 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
199.131.21.142	07:06 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
199.131.21.142	07:08 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
199.131.21.142	07:26 am  Friday June 5, 2009	KERN RIVER PH 3 CA + +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	07:31 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	07:33 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	07:34 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	07:35 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1662145-33.ip.fs.fed.us	08:00 am  Friday June 5, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z1663120-215.ip.fs.fed.us	11:25 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	11:27 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
z1663120-215.ip.fs.fed.us	11:28 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	11:41 am  Friday June 5, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	11:44 am  Friday June 5, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	11:45 am  Friday June 5, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	11:49 am  Friday June 5, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
z1663120-215.ip.fs.fed.us	11:49 am  Friday June 5, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.38
leig231-03.soc-anth.carleton.edu	04:38 pm  Friday June 5, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
leig231-03.soc-anth.carleton.edu	05:08 pm  Friday June 5, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
199.131.21.65	06:26 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:27 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:27 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:28 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:29 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:30 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:31 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:32 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:33 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:34 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:35 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:37 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:39 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.65	06:43 am  Saturday June 6, 2009	CANYON DAM CA + +	 LATT=  40.06 LONG= 120.58
199.131.21.36	03:59 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	04:00 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	04:01 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	04:02 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	04:03 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	04:04 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:45 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:46 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:47 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:47 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:49 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:50 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:51 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.36	06:53 pm  Saturday June 6, 2009	CANYON DAM CA +	 LATT=  40.06 LONG= 120.58
199.131.21.70	11:58 am  Monday June 8, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.39
199.131.21.70	11:59 am  Monday June 8, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.39
199.131.21.70	01:21 pm  Monday June 8, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.39
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:30 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:31 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:32 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:32 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:34 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:35 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:36 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-77-54-rt-broadband-01.broadband.oakhurst.sti.net	02:41 pm  Monday June 8, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
199.131.21.70	03:30 pm  Monday June 8, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.39
199.131.21.154	01:10 pm  Tuesday June 9, 2009	kern_piutes +	 LATT=  35.50 LONG= 118.39
155.130.107.42	05:54 am  Wednesday June 10, 2009	DE QUEEN AR	 LATT=  34.03 LONG= -94.35
199.131.21.154	01:33 pm  Wednesday June 10, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
199.131.21.154	02:00 pm  Wednesday June 10, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
199.131.21.154	02:02 pm  Wednesday June 10, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
199.131.21.154	09:48 am  Thursday June 11, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
z16653-204.ip.fs.fed.us	09:51 am  Thursday June 11, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
199.131.21.154	10:12 am  Thursday June 11, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
199.131.21.154	10:18 am  Thursday June 11, 2009	KERN RIVER PH 3 CA +	 LATT=  35.50 LONG= 118.39
75-175-230-157.hlna.qwest.net	08:33 am  Tuesday June 16, 2009	SEELEY LAKE RS MT 22.55 +	 LATT=  47.14 LONG= 113.60
z166697-142.ip.fs.fed.us	03:39 pm  Wednesday June 17, 2009	buck +	 LATT=  48.60 LONG=-120.43
123.208.41.112	11:24 pm  Thursday June 18, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
z166222-228.ip.fs.fed.us	02:19 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:21 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:21 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:22 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:32 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:33 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:34 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:35 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166222-228.ip.fs.fed.us	02:35 pm  Tuesday June 23, 2009	STEVENSVILLE MT	 LATT=  46.52 LONG=-114.10
z166612-41.ip.fs.fed.us	01:42 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166612-41.ip.fs.fed.us	01:47 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166612-41.ip.fs.fed.us	01:48 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166612-41.ip.fs.fed.us	01:51 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166612-41.ip.fs.fed.us	01:54 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166612-41.ip.fs.fed.us	01:55 pm  Wednesday June 24, 2009	buck +	 LATT=  48.60 LONG=-120.43
z166584-104.ip.fs.fed.us	09:50 am  Thursday June 25, 2009	UKIAH CA	 LATT=  39.15 LONG=-123.20
166.5.100.215	03:51 pm  Thursday June 25, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
166.5.100.215	03:54 pm  Thursday June 25, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
166.5.100.215	03:57 pm  Thursday June 25, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
166.2.22.228	10:29 am  Monday June 29, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
166.2.22.228	12:18 pm  Monday June 29, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
166.2.22.228	09:01 am  Tuesday June 30, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
166.2.22.228	09:02 am  Tuesday June 30, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
166.2.22.228	09:03 am  Tuesday June 30, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
166.2.22.228	09:04 am  Tuesday June 30, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
wsip-216-231-10-253.oc.oc.cox.net	08:48 am  Thursday July 2, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
wsip-216-231-10-253.oc.oc.cox.net	09:00 am  Thursday July 2, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
c-67-164-151-35.hsd1.nm.comcast.net	11:02 am  Friday July 3, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
wsip-216-231-10-253.oc.oc.cox.net	05:21 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	05:24 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	05:30 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	05:30 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	05:30 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	05:35 pm  Monday July 6, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	09:27 am  Tuesday July 7, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wsip-216-231-10-253.oc.oc.cox.net	09:46 am  Tuesday July 7, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
z199131192-137.ip.fs.fed.us	01:09 pm  Tuesday July 7, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
166.2.22.221	02:19 pm  Thursday July 9, 2009	SEXTON SUMMIT WB OR	 LATT=  42.62 LONG=-123.37
166.2.22.221	07:27 pm  Monday July 13, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
166.2.22.221	07:33 pm  Monday July 13, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
166.2.22.221	02:25 pm  Tuesday July 14, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
166.2.64.118	05:42 am  Saturday July 18, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.2.64.118	05:43 am  Saturday July 18, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
166.2.64.118	07:13 pm  Saturday July 18, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
141.84.50.171	03:32 am  Monday July 20, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
166.5.84.104	02:50 pm  Monday July 20, 2009	WILLITS 1NE CA	 LATT=  39.42 LONG=-123.33
166.2.64.118	06:58 pm  Monday July 20, 2009	PANGUITCH  UT +	 LATT=  37.82 LONG= 112.75
166.2.64.118	07:01 pm  Monday July 20, 2009	PANGUITCH  UT +	 LATT=  37.82 LONG= 112.75
166.2.64.118	08:22 am  Wednesday July 22, 2009	PANGUITCH  UT +	 LATT=  37.82 LONG= 112.75
166.2.64.118	08:25 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	08:57 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	09:09 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	09:29 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	09:32 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	09:33 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
166.2.64.118	09:35 am  Wednesday July 22, 2009	Horse Valley BAER +	 LATT=  37.82 LONG=-112.45
164.154.43.73	10:07 am  Wednesday July 22, 2009	SEELEY LAKE RS MT 22.55 +	 LATT=  47.14 LONG= 113.60
166.3.38.129	10:14 am  Friday July 24, 2009	FLAGSTAFF WB AP AZ	 LATT=  35.13 LONG=-111.67
166.5.148.222	02:30 pm  Friday July 24, 2009	BISHOP WBO CA	 LATT=  37.37 LONG=-118.37
166.5.148.222	03:45 pm  Friday July 24, 2009	Forks_fire_modified_bis WBO CA +	 LATT=  37.29 LONG= 118.45
166.5.148.222	03:47 pm  Friday July 24, 2009	Forks_fire_modified_bis WBO CA +	 LATT=  37.29 LONG= 118.45
166.5.148.222	03:52 pm  Friday July 24, 2009	Forks_fire_modified_bis WBO CA +	 LATT=  37.29 LONG= 118.45
166.5.148.222	04:41 pm  Friday July 24, 2009	Forks_fire_modified_bis WBO CA +	 LATT=  37.29 LONG= 118.45
166.2.109.174	07:39 am  Thursday July 30, 2009	COBALT ID	 LATT=  45.08 LONG=-114.23
166.5.84.104	02:05 pm  Thursday July 30, 2009	WILLITS 1NE CA	 LATT=  39.42 LONG=-123.33
166.2.22.166	02:14 pm  Thursday July 30, 2009	BABB 6 NE MT	 LATT=  48.93 LONG=-113.35
166.2.22.166	02:27 pm  Thursday July 30, 2009	BABB 6 NE MT	 LATT=  48.93 LONG=-113.35
166.2.22.166	02:33 pm  Thursday July 30, 2009	BABB 6 NE MT	 LATT=  48.93 LONG=-113.35
166.5.29.80	05:01 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:43 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:44 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:46 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:55 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:56 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	05:57 pm  Saturday August 1, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:15 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:16 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:19 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:20 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:21 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:27 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:28 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:28 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:33 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:34 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:36 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:40 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:40 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:41 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:45 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:50 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:51 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:55 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:57 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	08:58 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:04 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:05 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:06 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:11 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:12 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:14 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:16 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:17 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:19 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:22 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:23 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:23 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:25 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:26 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:27 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:30 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:30 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:31 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:34 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:34 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:35 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:36 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:38 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:39 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
166.5.29.80	09:40 am  Sunday August 2, 2009	BackboneFire CA +	 LATT=  41.00 LONG= 123.46
