z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	3	  my steve +                            	 LATT=  46.36 LONG= 113.94
envgrad11.coe.ad.mtu.edu	11:45 am  Wednesday April 8, 2009	30	  CALUMET WATERSHED +                   	 LATT=  47.28 LONG=  88.57
z1665118-227.ip.fs.fed.us	11:48 am  Wednesday April 8, 2009	30	  TRUCKEE RS CA                         	 LATT=  39.33 LONG=-120.18
z1665118-227.ip.fs.fed.us	11:50 am  Wednesday April 8, 2009	30	  TRUCKEE RS CA                         	 LATT=  39.33 LONG=-120.18
z1665118-147.ip.fs.fed.us	12:28 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:32 pm  Wednesday April 8, 2009	30		
z1665118-147.ip.fs.fed.us	12:32 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:34 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:38 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:40 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:42 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	12:42 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
199.156.132.25	12:57 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	12:58 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:00 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:00 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:02 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:16 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:17 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:18 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:36 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.132.25	01:38 pm  Wednesday April 8, 2009	50	  custom CLATSKANIE 3 W OR +            	 LATT=  46.10 LONG= 123.32
199.156.164.22	02:44 pm  Wednesday April 8, 2009	30	  ABERDEEN 20 NNE WISHKA                	 LATT=  47.27 LONG=-123.70
199.156.164.22	02:51 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:52 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:52 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:52 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:53 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:53 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
199.156.164.22	02:54 pm  Wednesday April 8, 2009	30	  COLVILLE WB AP WA                     	 LATT=  48.53 LONG=-117.87
z1665118-147.ip.fs.fed.us	03:46 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	03:48 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	03:49 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	03:50 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	03:52 pm  Wednesday April 8, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	08:23 am  Thursday April 9, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z1665118-147.ip.fs.fed.us	08:25 am  Thursday April 9, 2009	30	  East Shore trails NV +                	 LATT=  39.21 LONG= 119.85
z166283-34.ip.fs.fed.us	11:24 am  Thursday April 9, 2009	50	  mud creek ut +                        	 LATT=  40.21 LONG= 111.22
z166283-34.ip.fs.fed.us	11:25 am  Thursday April 9, 2009	50	  mud creek ut +                        	 LATT=  40.21 LONG= 111.22
z166283-34.ip.fs.fed.us	11:25 am  Thursday April 9, 2009	50	  mud creek ut +                        	 LATT=  40.21 LONG= 111.22
z166283-34.ip.fs.fed.us	11:30 am  Thursday April 9, 2009	50	  mud creek ut +                        	 LATT=  40.21 LONG= 111.22
rover-206-99.rovernet.mtu.edu	10:59 am  Friday April 10, 2009	30	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
rover-206-99.rovernet.mtu.edu	11:10 am  Friday April 10, 2009	30	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
rover-206-99.rovernet.mtu.edu	11:12 am  Friday April 10, 2009	1	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
rover-206-99.rovernet.mtu.edu	11:12 am  Friday April 10, 2009	30	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
rover-206-99.rovernet.mtu.edu	11:18 am  Friday April 10, 2009	30	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
rover-206-99.rovernet.mtu.edu	11:20 am  Friday April 10, 2009	30	  HOUGHTON FAA AP MI                    	 LATT=  47.17 LONG= -88.50
adsl-248-18-177.mob.bellsouth.net	07:32 am  Saturday April 11, 2009	50		 LATT=  33.57 LONG= -86.75
jlkoski.resnet.mtu.edu	07:30 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:32 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:34 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:35 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:35 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:38 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:39 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:40 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:40 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:41 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:41 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:42 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:42 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:42 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:42 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	07:44 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	09:07 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	09:07 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
jlkoski.resnet.mtu.edu	09:07 am  Sunday April 12, 2009	30	  calumet +                             	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:29 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:32 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:33 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:35 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:36 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:37 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:37 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:38 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:38 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:39 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	10:40 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
c177.pasty.net	11:38 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
c177.pasty.net	11:40 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
c177.pasty.net	11:41 am  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:08 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:09 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:10 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:12 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:14 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:15 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:16 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:16 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
ppp-69-217-29-214.dsl.applwi.ameritech.net	12:19 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
24-247-40-250.dhcp.mrqt.mi.charter.com	06:11 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
24-247-40-250.dhcp.mrqt.mi.charter.com	06:18 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
24-247-40-250.dhcp.mrqt.mi.charter.com	06:25 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
24-247-40-250.dhcp.mrqt.mi.charter.com	06:34 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
24-247-40-250.dhcp.mrqt.mi.charter.com	06:36 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
24-247-40-250.dhcp.mrqt.mi.charter.com	06:40 pm  Sunday April 12, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper16.ffr.mtu.edu	07:40 am  Monday April 13, 2009	30	  FRISCO CITY AL mod +                  	 LATT=  31.43 LONG= -87.40
copper16.ffr.mtu.edu	07:40 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.56
copper17.ffr.mtu.edu	07:40 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
copper16.ffr.mtu.edu	07:41 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.56
copper17.ffr.mtu.edu	07:42 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.28 LONG=  88.57
copper23.ffr.mtu.edu	08:59 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	09:02 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	09:04 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	09:06 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:17 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:23 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:27 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	11:29 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:30 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:37 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:37 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:37 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	11:38 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:38 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:39 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:39 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:40 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:40 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:40 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	11:40 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:41 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:41 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	11:41 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:42 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	11:42 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:42 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:42 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:43 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:45 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
copper23.ffr.mtu.edu	11:48 am  Monday April 13, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:55 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:55 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	11:56 am  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	12:05 pm  Monday April 13, 2009	30	  ClimateA73g +                         	 LATT=  47.09 LONG=  88.46
71-13-222-139.dhcp.mrqt.mi.charter.com	12:06 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
copper23.ffr.mtu.edu	12:16 pm  Monday April 13, 2009	30	  Calumet_test_1 +                      	 LATT=  47.28 LONG=  88.57
71-80.trans.uaf.edu	01:31 pm  Monday April 13, 2009	30	  TROUT CREEK RS MT 38.83+ +            	 LATT=  47.87 LONG= 115.54
z1665107-147.ip.fs.fed.us	01:49 pm  Monday April 13, 2009	30	  TRUCKEE RS CA                         	 LATT=  39.33 LONG=-120.18
71-13-222-139.dhcp.mrqt.mi.charter.com	02:09 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:10 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:10 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:11 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:11 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:12 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:13 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:13 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
71-13-222-139.dhcp.mrqt.mi.charter.com	02:13 pm  Monday April 13, 2009	30	  A7climate +                           	 LATT=  47.29 LONG=  88.34
z166592-214.ip.fs.fed.us	03:00 pm  Monday April 13, 2009	30	  SEELEY LAKE RS MT 22.55 +             	 LATT=  47.14 LONG= 113.60
z166592-214.ip.fs.fed.us	03:01 pm  Monday April 13, 2009	30	  SEELEY LAKE RS MT 22.55 +             	 LATT=  47.14 LONG= 113.60
b82.pasty.net	07:37 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	07:43 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	08:54 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	08:59 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	09:01 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	09:03 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
b82.pasty.net	09:04 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
adsl-99-156-207-220.dsl.applwi.sbcglobal.net	10:04 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:12 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:15 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:19 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:26 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:27 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:28 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:31 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:31 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:31 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:31 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:31 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:32 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:32 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:32 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:32 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:32 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:33 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:33 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:33 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:33 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:33 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:33 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:34 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:34 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
copper12.ffr.mtu.edu	10:34 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:36 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
copper12.ffr.mtu.edu	10:36 am  Tuesday April 14, 2009	30	  Assignment 7 +                        	 LATT=  47.17 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:36 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:37 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:38 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:39 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:39 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:40 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:40 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:42 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
71-13-210-200.dhcp.mrqt.mi.charter.com	10:43 am  Tuesday April 14, 2009	30	  HOUGHTON FAA AP MI +                  	 LATT=  47.29 LONG=  88.34
